VFID,RAdeg,DEdeg,HV,Vcosmic,Vmodel,HyperLeda,NED,PGC,NSAV0,NSAV1,AGC,CO,A100,redshift
248,170.336256,64.85961,2866,3199,3199,PGC3139579,WISEA J112120.71+645134.3,3139579.0,19135.0,91001.0,,False,False,0.0107
249,186.83484,64.80154,2663,1385,3013,NGC4441,NGC 4441,40836.0,19338.0,91876.0,,False,False,0.0046
250,163.280067,64.7953,1103,1475,1475,PGC2671709,SDSS J105307.21+644743.0,2671709.0,124592.0,573244.0,,False,False,0.0049
251,232.002791,64.76315,429,928,748,NGC5949,NGC 5949,55165.0,,,,False,False,0.0031
252,182.552281,64.76059,1350,1741,1741,PGC038717,MCG +11-15-032,38717.0,19266.0,91532.0,,False,False,0.0058
253,158.323383,64.74937,1738,2098,2098,NGC3266,NGC 3266,31198.0,158480.0,653489.0,,False,False,0.007
254,148.880968,64.71396,966,1318,1318,SDSSJ095531.42+644250.4,SDSS J095531.44+644250.0,5064701.0,76903.0,375287.0,,False,False,0.0044
255,186.147289,64.70967,1406,1798,1798,PGC2670839,WISEA J122435.27+644235.5,2670839.0,19345.0,91928.0,,False,False,0.006
256,163.522473,64.70808,1791,2154,2154,SDSSJ105405.39+644229.2,SDSS J105405.38+644228.8,5065023.0,124597.0,573262.0,,False,False,0.0072
257,158.415019,64.68809,1846,2202,2202,SDSSJ103339.60+644116.8,SDSS J103339.60+644116.8,4015618.0,12720.0,60542.0,,False,False,0.0073
258,153.858223,64.63562,1650,2009,2009,SDSSJ101525.94+643808.1,WISEA J120900.93+422831.0,4534007.0,12670.0,60412.0,,False,False,0.0067
259,191.503667,64.56937,2302,3425,2665,UGC07941,UGC 07941,43052.0,162381.0,670378.0,,False,False,0.0114
260,188.525858,64.56741,2783,3130,3130,UGC07730,UGC 07730,41769.0,19327.0,91814.0,,False,False,0.0104
261,246.180132,64.51171,2765,3127,3127,UGC10383,UGC 10383,58052.0,,,,False,False,0.0104
262,158.345056,64.50162,3241,3557,3557,UGC05727,UGC 05727,31192.0,12710.0,60520.0,,False,False,0.0119
263,147.650431,64.48811,3075,3387,3387,UGC05260,UGC 05260,28328.0,76862.0,374993.0,,False,False,0.0113
264,158.732753,64.47592,1828,2185,2185,SDSSJ103455.82+642833.6,SDSS J103455.81+642833.6,3999653.0,12709.0,60516.0,,False,False,0.0073
265,183.697646,64.45864,2594,2943,2943,PGC039123,VII Zw 443,39123.0,,,,False,False,0.0098
266,195.145446,64.44712,2089,2415,2462,PGC044782,UGCA 317,44782.0,162811.0,672350.0,,False,False,0.0081
267,181.139913,64.43744,1496,1920,1882,NGC4081,NGC 4081,38212.0,160997.0,665309.0,,False,False,0.0064
268,187.519025,64.41871,2606,2957,2957,PGC2667884,WISEA J123004.60+642507.3,2667884.0,19331.0,91851.0,,False,False,0.0099
269,181.973148,64.38995,1387,1777,1777,SDSSJ120753.55+642323.6,WISEA J120753.55+642324.0,4001908.0,19269.0,91558.0,,False,False,0.0059
270,180.654451,64.37647,1501,1901,1887,UGC07020A,UGC 07020A,38025.0,19176.0,91147.0,,False,False,0.0063
271,207.973281,64.37284,1766,2123,2155,PGC049221,UGCA 375,49221.0,19511.0,93210.0,,False,False,0.0071
272,240.61625,64.35342,1594,1989,1989,PGC056796,CGCG 319-040,56796.0,,,,False,False,0.0066
273,179.029501,64.35073,1410,1798,1798,PGC2667196,WISEA J115607.12+642102.7,2667196.0,19182.0,91165.0,,False,False,0.006
274,177.658823,64.35037,3053,3386,3386,UGC06814,UGC 06814,37029.0,19193.0,91190.0,,False,False,0.0113
275,177.759521,64.32712,3053,3386,3386,PGC213887,SDSS J115102.23+641937.9,213887.0,140341.0,627391.0,,False,False,0.0113
276,188.231543,64.30779,2774,3121,3121,PGC041616,MCG +11-15-062,41616.0,19330.0,91834.0,,False,False,0.0104
277,155.454036,64.29979,525,801,801,SDSSJ102148.93+641759.9,SDSS J102148.93+641759.9,3345021.0,12681.0,60446.0,,False,False,0.0027
278,159.506781,64.26636,1680,2037,2043,UGC05776,UGC 05776,31601.0,12697.0,60494.0,,False,False,0.0068
279,251.233551,64.26501,2864,3224,3224,PGC3139142,WISEA J164456.03+641553.9,3139142.0,4120.0,23892.0,,False,False,0.0108
280,180.934734,64.25803,2928,3266,3266,PGC2666155,WISEA J120344.38+641528.7,2666155.0,19274.0,91589.0,,False,False,0.0109
281,140.441039,64.25789,1574,2188,1921,NGC2820,NGC 2820,26498.0,76844.0,374879.0,,False,False,0.0073
282,157.861722,64.25705,1717,2076,2076,PGC2666144,WISEA J103126.83+641525.4,2666144.0,12723.0,60551.0,,False,False,0.0069
283,140.297845,64.25236,1596,2037,1942,NGC2814,NGC 2814,26469.0,135848.0,623217.0,,False,False,0.0068
284,140.375313,64.23866,1443,1849,1793,NGC2820A,NGC 2820A,26485.0,157206.0,648391.0,,False,False,0.0062
285,187.946697,64.23378,2732,3080,3080,NGC4510,NGC 4510,41489.0,141580.0,628511.0,,False,False,0.0103
286,147.200166,64.16763,3014,3359,3326,UGC05244,UGC 05244,28197.0,76868.0,375017.0,,False,False,0.0112
287,171.928978,64.16705,2349,2697,2697,PGC3139056,SHOC 325,3139056.0,19117.0,90959.0,,False,False,0.009
288,187.202178,64.15914,2463,2818,2818,PGC2665088,WISEA J122848.71+640933.8,2665088.0,19333.0,91863.0,,False,False,0.0094
289,171.710326,64.13816,984,1429,1354,UGC06448,UGC 06448,35213.0,19125.0,90975.0,,False,False,0.0048
290,192.275299,64.13216,2266,2631,2631,PGC2664790,WISEA J124905.98+640755.8,2664790.0,19379.0,92208.0,,False,False,0.0088
291,237.866949,64.12584,924,1321,1321,PGC056228,CGCG 319-030,56228.0,146460.0,632911.0,,False,False,0.0044
292,154.878313,64.11901,1764,2119,2119,SDSSJ101930.79+640708.4,WISEA J101930.80+640708.5,3999176.0,12632.0,60257.0,,False,False,0.0071
293,140.084902,64.10297,1733,1972,2075,NGC2805,NGC 2805,26410.0,76834.0,374824.0,,False,False,0.0066
294,188.620733,64.09887,2368,2727,2727,SDSSJ123428.98+640555.8,SDSS J123428.98+640555.8,4015951.0,19318.0,91773.0,,False,False,0.0091
295,184.957927,64.09014,1353,1746,1746,PGC2664300,WISEA J121949.87+640523.9,2664300.0,19250.0,91407.0,,False,False,0.0058
296,170.673873,64.06666,1010,2084,1381,UGC06390,UGC 06390,34929.0,19096.0,90844.0,,False,False,0.007
297,187.975995,64.04315,2854,3198,3198,SDSSJ123154.23+640235.2,WISEA J111456.32+305344.8,4002551.0,19324.0,91796.0,,False,False,0.0107
298,187.452429,64.03332,2340,2699,2699,NGC4481,NGC 4481,41222.0,19329.0,91822.0,,False,False,0.009
299,170.155329,64.01891,1196,1576,1576,SDSSJ112037.27+640108.3,SDSS J112037.21+640108.4,4015710.0,139207.0,626354.0,,False,False,0.0053
300,163.776408,63.99321,1702,2113,2067,UGC06027,UGC 06027,32799.0,138346.0,625553.0,,False,False,0.007
301,188.198613,63.93921,2516,2869,2869,NGC4521,NGC 4512,41621.0,161987.0,668445.0,,False,False,0.0096
302,187.6193,63.92041,2706,3054,3054,SDSSJ123028.68+635513.7,WISEA J123028.72+635513.6,4011588.0,141520.0,628454.0,,False,False,0.0102
303,204.472935,63.91947,2641,2999,2999,PGC3138807,WISEA J133753.41+635509.7,3138807.0,19453.0,92760.0,,False,False,0.01
304,182.741625,63.91458,2617,2964,2964,UGC07179,UGC 07179,38788.0,19265.0,91522.0,,False,False,0.0099
305,150.479389,63.89265,1702,2443,2055,PGC090973,FGC 0988,90973.0,12614.0,60163.0,,False,False,0.0081
306,181.800584,63.89072,1426,1815,1815,PGC038459,MCG +11-15-024,38459.0,19268.0,91543.0,,False,False,0.0061
307,193.670759,63.89033,563,858,858,SDSSJ125440.94+635324.9,SDSS J125440.93+635325.1,4018049.0,19376.0,92154.0,,False,False,0.0029
308,188.141146,63.87768,2966,3740,3307,UGC07700,UGC 07700,41601.0,141606.0,91798.0,,False,False,0.0125
309,244.315089,63.85315,3109,3465,3465,UGC10334,UGC 10334,57722.0,,,,False,False,0.0116
310,173.421577,63.82385,2075,2435,2435,PGC3138727,SHOC 334,3138727.0,19109.0,90907.0,,False,False,0.0081
311,191.012908,63.80385,2770,3118,3118,UGC07918,UGC 07918,42887.0,162332.0,628997.0,,False,False,0.0104
312,188.601977,63.80229,2525,2879,2879,SDSSJ123424.47+634808.2,WISEA J123424.52+634808.1,3361524.0,19320.0,91779.0,,False,False,0.0096
313,198.116757,63.79961,1725,2113,2113,PGC2661153,WISEA J131228.01+634757.4,2661153.0,19414.0,92504.0,,False,False,0.007
314,183.731439,63.7828,1439,1298,1829,NGC4205,NGC 4205,39143.0,161291.0,666383.0,,False,False,0.0043
315,183.603291,63.77053,2896,3236,3236,PGC213955,WISEA J121424.82+634613.5,213955.0,19254.0,91451.0,,False,False,0.0108
316,241.015767,63.71293,870,1819,1264,UGC10194,UGC 10194,56917.0,,,,False,False,0.0061
317,156.590378,63.70933,1728,2085,2085,SDSSJ102621.68+634233.3,WISEA J102621.69+634233.7,3999399.0,12615.0,60192.0,,False,False,0.007
318,100.884124,63.70589,2900,3185,3185,PGC3085813,PGC1 3085813 NED001,3085813.0,,,,False,False,0.0106
319,202.092756,63.68546,1793,2180,2180,PGC3138619,WISEA J132822.32+634106.8,3138619.0,19457.0,92774.0,,False,False,0.0073
320,165.853063,63.67315,1675,2043,2043,SDSSJ110324.72+634023.4,WISEA J110324.80+634022.9,4000244.0,124603.0,573284.0,,False,False,0.0068
321,193.975848,63.61196,2768,3118,3118,UGC08059,IC 0836,44092.0,27833.0,136002.0,,False,False,0.0104
322,264.1554,63.58387,1200,1596,1596,PGC084875,KUG 1736+636,84875.0,148132.0,634458.0,,False,False,0.0053
323,188.642293,63.52505,2664,2773,3013,NGC4545,NGC 4545,41838.0,162048.0,668654.0,,False,False,0.0092
324,207.000481,63.52253,1654,2048,2048,SDSSJ134800.10+633120.8,SDSS J134800.10+633120.8,4016111.0,19507.0,93165.0,,False,False,0.0068
325,190.238827,63.51965,2498,3706,2853,UGC07848,UGC 07848,42520.0,27784.0,135650.0,,False,False,0.0124
326,190.59881,63.48681,2318,2679,2679,SDSSJ124223.76+632912.8,SDSS J124223.76+632912.8,4106238.0,141990.0,628892.0,,False,False,0.0089
327,174.983062,63.45552,3160,3488,3488,PGC3138457,WISEA J113955.99+632719.8,3138457.0,19098.0,90847.0,,False,False,0.0116
328,203.594928,63.4486,1798,2185,2185,SDSSJ133422.76+632654.9,SDSS J133422.76+632654.9,4016088.0,,93075.0,,False,False,0.0073
329,184.053482,63.44323,2802,3144,3144,PGC2655758,KUG 0820+251,2655758.0,27720.0,135065.0,,False,False,0.0105
330,178.880634,63.44044,3069,3402,3402,PGC037445,MCG +11-15-007,37445.0,27645.0,134727.0,,False,False,0.0113
331,155.100744,63.43946,1731,2086,2086,SDSSJ102024.02+632620.9,SDSS J102023.96+632620.6,4092595.0,137120.0,624386.0,,False,False,0.007
332,194.537127,63.43313,1419,1815,1815,SDSSJ125808.94+632559.6,SDSS J125808.94+632559.6,4002991.0,142634.0,629509.0,,False,False,0.0061
333,179.961668,63.42629,1332,1721,1721,PGC2655453,2MASS J11595084+6325367,2655453.0,27649.0,134739.0,,False,False,0.0057
334,184.232544,63.40992,2759,2773,3103,NGC4238,NGC 4238,39366.0,161379.0,666661.0,,False,False,0.0092
335,160.544226,63.40867,1714,2076,2076,PGC2655141,WISEA J104210.73+632430.2,2655141.0,124589.0,625109.0,,False,False,0.0069
336,185.50944,63.40491,1679,2062,2062,PGC2655089,SDSS J122202.16+632417.1,2655089.0,27750.0,135358.0,,False,False,0.0069
337,170.22996,63.40453,3294,3616,3616,UGC06354,UGC 06354,34752.0,159649.0,659336.0,,False,False,0.0121
338,209.448691,63.39705,1771,2233,2161,UGC08894,UGC 08894,49654.0,144171.0,630900.0,,False,False,0.0074
339,190.533669,63.39033,2469,2825,2825,PGC2654854,2MASXi J1242083+632324,2654854.0,27785.0,135664.0,,False,False,0.0094
340,184.07196,63.38839,2781,3124,3124,PGC213963,WISEA J121617.28+632317.7,213963.0,27721.0,135069.0,,False,False,0.0104
341,170.87853,63.36721,2914,3245,3245,PGC034976,CGCG 314-023,34976.0,,,,False,False,0.0108
342,190.927786,63.36122,2686,3035,3035,PGC2654321,WISEA J124342.66+632140.3,2654321.0,27790.0,135696.0,,False,False,0.0101
343,181.629503,63.35251,2875,3214,3214,2MASXJ12063113+6321086,WISEA J120631.05+632108.8,3782504.0,27656.0,134763.0,,False,False,0.0107
344,190.148075,63.34984,2631,2982,2982,UGC07837,UGC 07837,42469.0,27783.0,135649.0,,False,False,0.0099
345,157.471948,63.30832,1643,2003,2003,PGC2653409,WISEA J102953.30+631829.9,2653409.0,27336.0,133485.0,,False,False,0.0067
346,169.651491,63.28067,3212,3535,3535,PGC034582,MRK 0165,3440599.0,19030.0,90660.0,,False,False,0.0118
347,173.336065,63.28007,1257,1336,1641,UGC06534,UGC 06534,35675.0,139715.0,626830.0,,False,False,0.0045
348,169.258881,63.26901,3169,3492,3492,SDSSJ111702.13+631608.3,WISEA J111702.08+631609.1,4000623.0,,,,False,False,0.0116
349,161.65347,63.22415,1012,1442,1375,NGC3359,NGC 3359,32183.0,158734.0,655287.0,,False,False,0.0048
350,172.497317,63.22342,1059,1434,1434,PGC3138312,SHOC 330,3138312.0,19114.0,90946.0,,False,False,0.0048
351,108.12105,63.1928,1725,2039,2039,PGC2802326,PGC1 0086602 NED002,2802326.0,,,,False,False,0.0068
352,181.337364,63.15661,2962,3298,3298,UGC07079,UGC 07079,38289.0,27659.0,134770.0,,False,False,0.011
353,156.788037,63.15145,1207,1573,1573,PGC095608,SDSS J102709.10+630904.7,95608.0,137351.0,624607.0,,False,False,0.0052
354,157.115465,63.14583,2531,2861,2861,SDSSJ102827.71+630844.8,SDSS J102827.71+630844.8,4010634.0,27296.0,133298.0,,False,False,0.0095
355,174.751887,63.14284,3168,3495,3495,2MASXJ11390044+6308339,WISEA J113900.49+630834.4,3383292.0,27540.0,134293.0,,False,False,0.0117
356,245.196709,63.12236,3077,4852,3433,,FGC 2028,,146916.0,633313.0,,False,False,0.0162
357,245.21,63.1211,3084,4852,3439,PGC091528,FGC 2028,91528.0,,,,False,False,0.0162
358,253.015095,63.11576,3110,3464,3464,IC1235,IC 1235,59146.0,167116.0,687181.0,,False,False,0.0116
359,142.565224,63.11204,1617,1962,1962,PGC095606,WISEA J093015.92+630644.9,95606.0,76853.0,374951.0,,False,False,0.0065
360,201.144509,63.09232,2866,3216,3216,UGC08436,UGC 08436,46882.0,163472.0,675238.0,,False,False,0.0107
361,253.173355,63.02636,3012,3368,3368,PGC3138199,SHOC 551,3138199.0,4109.0,23835.0,,False,False,0.0112
362,170.361308,63.02449,3233,3555,3555,UGC06365,UGC 06365,34787.0,159663.0,659413.0,,False,False,0.0119
363,202.687749,63.02402,2379,2744,2744,PGC3138198,WISEA J133045.12+630126.2,3138198.0,19454.0,92762.0,,False,False,0.0092
364,169.801214,63.02146,3247,3568,3568,PGC034629,MCG +11-14-017,34629.0,19029.0,90658.0,,False,False,0.0119
365,191.369897,63.00895,2689,3038,3038,SDSSJ124528.73+630032.1,WISEA J124528.83+630032.1,4002813.0,27789.0,135688.0,,False,False,0.0101
366,180.438951,62.96869,2611,2956,2956,PGC2647063,WISEA J120145.26+625807.5,2647063.0,27611.0,134594.0,,False,False,0.0099
367,146.931661,62.86034,2458,2780,2780,SDSSJ094743.61+625137.2,WISEA J094743.60+625138.4,3998441.0,12603.0,60030.0,,False,False,0.0093
368,206.796258,62.83507,1496,1895,1895,SDSSJ134711.12+625006.2,SDSS J134711.11+625006.2,3362964.0,143865.0,630628.0,,False,False,0.0063
369,202.383817,62.82451,2792,3144,3144,UGC08491,UGC 08491,47347.0,27984.0,136864.0,,False,False,0.0105
370,175.173246,62.77107,3121,3449,3449,PGC2643061,2MFGC 09152,2643061.0,27536.0,134281.0,,False,False,0.0115
371,203.043324,62.76774,2860,3723,3211,NGC5218,NGC 5218,47603.0,163652.0,676040.0,,False,False,0.0124
372,207.504222,62.73036,2134,2576,2509,PGC049092,UGCA 374,49092.0,143929.0,630683.0,,False,False,0.0086
373,228.33702,62.72937,2361,2732,2732,UGC09784,UGC 09784,54350.0,,,,False,False,0.0091
374,130.74287,62.70555,1319,1659,1659,PGC101469,2MFGC 06849,101469.0,135450.0,622876.0,,False,False,0.0055
375,203.028686,62.70072,2924,3806,3273,NGC5216,NGC 5216,47598.0,163650.0,676035.0,,False,False,0.0127
376,206.381148,62.65931,1895,2279,2279,PGC3138016,WISEA J134531.56+623933.0,3138016.0,19487.0,92977.0,,False,False,0.0076
377,243.6255,62.53669,2876,3631,3235,IC1210,IC 1210,57589.0,146842.0,633255.0,,True,False,0.0121
378,202.515019,62.51154,1760,2243,2148,NGC5205,NGC 5205,47425.0,27983.0,136858.0,,False,False,0.0075
379,181.049467,62.50539,1277,1922,1666,IC0758,IC 0758,38173.0,27706.0,135004.0,,False,False,0.0064
380,180.680484,62.49786,1044,1424,1424,PGC038027,MCG +11-15-013,38027.0,27655.0,134760.0,,False,False,0.0047
381,142.394067,62.49062,1481,1633,1829,NGC2880,NGC 2880,26939.0,157278.0,648519.0,,False,False,0.0054
382,169.857809,62.48393,3245,3566,3566,PGC034649,MRK 0166,34649.0,27450.0,133944.0,,False,False,0.0119
383,261.877051,62.45804,3016,3371,3371,SDSSJ172730.51+622729.0,SDSS J172730.42+622729.1,4016452.0,,,,False,False,0.0112
384,207.62842,62.44697,1884,2269,2269,PGC3137923,SHOC 437,3137923.0,19475.0,92936.0,,False,False,0.0076
385,245.217311,62.43393,3016,3372,3372,,MCG +10-23-067,,,530252.0,,False,False,0.0112
386,262.569399,62.42681,2991,3346,3346,PGC3137916,WISEA J173016.64+622536.3,3137916.0,4223.0,24641.0,,False,False,0.0112
387,180.621456,62.41724,1534,1315,1918,UGC07019,UGC 07019,38014.0,140649.0,627668.0,,False,False,0.0044
388,162.820347,62.41339,1648,2013,2013,PGC2636198,WISEA J105116.96+622447.3,2636198.0,124581.0,573188.0,,False,False,0.0067
389,182.168843,62.38166,2881,3219,3219,UGC07128,UGC 07128,38572.0,27699.0,134989.0,,False,False,0.0107
390,186.658449,62.37935,709,1033,1033,UGC07544,UGC 07544,40704.0,,628318.0,,False,False,0.0034
391,190.99973,62.33345,2617,2968,2968,PGC042849,MCG +11-16-003,42849.0,27818.0,135889.0,,False,False,0.0099
392,180.433688,62.3259,1088,1588,1471,UGC07009,UGC 07009,37951.0,140628.0,627650.0,,False,False,0.0053
393,237.855228,62.31004,832,1300,1220,NGC6015,NGC 6015,56219.0,146459.0,632910.0,,False,False,0.0043
394,197.227061,62.30635,2850,3197,3197,UGC08237,UGC 08237,45583.0,143035.0,629890.0,,False,False,0.0107
395,182.445501,62.26851,2610,3292,2955,UGC07153,UGC 07153,38680.0,27693.0,134966.0,,False,False,0.011
396,191.050245,62.24746,2623,2973,2973,PGC042889,MCG +11-16-005,42889.0,27768.0,135550.0,,False,False,0.0099
397,172.759089,62.24503,2738,3072,3072,SDSSJ113102.13+621443.0,SDSS J113102.13+621443.0,4098715.0,27469.0,134051.0,,False,False,0.0102
398,200.38018,62.24346,3010,3355,3355,PGC2633244,SDSS J132131.25+621436.3,2633244.0,27950.0,136599.0,,False,False,0.0112
399,174.789216,62.2312,3254,3577,3577,SDSSJ113909.42+621352.4,WISEA J113909.43+621352.7,3383284.0,27537.0,134286.0,,False,False,0.0119
400,117.138599,62.2074,1717,2500,2034,UGC04024,UGC 04024,21854.0,,,,False,False,0.0083
401,191.05003,62.17207,2566,2918,2918,SDSSJ124412.03+621020.0,SDSS J124412.03+621020.0,4106417.0,27769.0,135552.0,,False,False,0.0097
402,180.550843,62.13726,1209,1702,1597,NGC4041,NGC 4041,37999.0,27641.0,134706.0,,False,False,0.0057
403,153.049963,62.09711,3128,2884,3437,PGC029717,MCG +10-15-030,29717.0,27243.0,133064.0,,False,False,0.0096
404,197.26725,62.08375,2921,3266,3266,SDSSJ130904.13+620501.6,WISEA J130904.17+620501.5,4003163.0,27900.0,136288.0,,False,False,0.0109
405,168.594374,62.0721,3188,3508,3508,PGC034243,CGCG 291-043,34243.0,27449.0,133934.0,,False,False,0.0117
406,177.361144,62.05567,1294,1681,1681,SDSSJ114926.59+620320.6,WISEA J114926.70+620319.9,4001456.0,27568.0,134409.0,,False,False,0.0056
407,191.096626,62.05202,2608,2959,2959,SDSSJ124423.23+620305.5,WISEA J092445.43+463104.0,5064793.0,27817.0,135885.0,,False,False,0.0099
408,141.026337,62.02989,1479,1824,1824,UGC04990,UGC 04990,26642.0,157234.0,648436.0,,False,False,0.0061
409,202.748711,62.02466,1982,2361,2361,UGC08514,UGC 08514,47512.0,27962.0,136646.0,,False,False,0.0079
410,205.847987,62.00997,2076,2452,2452,PGC2628740,SDSS J134323.51+620035.8,2628740.0,28013.0,136982.0,,False,False,0.0082
411,203.673134,61.99336,3083,3273,3428,UGC08571,NGC 5216A,47854.0,163714.0,676229.0,,False,False,0.0109
412,177.992206,61.93165,2523,2868,2868,PGC037179,MCG +10-17-093,37179.0,160686.0,663910.0,,False,False,0.0096
413,259.198772,61.92011,3073,3426,3426,UGC10796,UGC 10796,59997.0,4234.0,24709.0,,False,False,0.0114
414,152.934674,61.89619,3141,3449,3449,SDSSJ101144.35+615346.4,WISEA J101144.29+615345.5,3998949.0,27238.0,133051.0,,False,False,0.0115
415,180.361719,61.89576,1370,1760,1759,NGC4036,NGC 4036,37930.0,160904.0,664935.0,,False,False,0.0059
416,144.542784,61.8699,1710,2052,2052,PGC027454,MCG +10-14-027,27454.0,12571.0,59802.0,,False,False,0.0068
417,209.678676,61.86262,1795,2184,2184,PGC049735,MCG +10-20-057,49735.0,19522.0,93300.0,,False,False,0.0073
418,259.180314,61.85057,3145,3497,3497,PGC214603,WISEA J171643.29+615102.0,214603.0,4362.0,25417.0,,False,False,0.0117
419,173.183508,61.82689,3249,3571,3571,UGC06528,UGC 06528,35626.0,160044.0,661219.0,,False,False,0.0119
420,260.899189,61.82373,3062,3415,3415,PGC3137734,WISEA J172335.85+614925.6,3137734.0,4370.0,25444.0,,False,False,0.0114
421,222.278852,61.7909,3000,3353,3353,SDSSJ144906.92+614727.0,WISEA J144906.84+614727.4,4012568.0,19730.0,94345.0,,False,False,0.0112
422,243.761709,61.78194,2942,3299,3299,PGC057611,ARK 499,57611.0,146848.0,633260.0,,True,False,0.011
423,259.47085,61.78077,3044,3398,3398,NGC6359,NGC 6359,60025.0,,,,False,False,0.0113
424,178.911426,61.77768,1950,2317,2317,PGC2624407,WISEA J115538.71+614639.9,2624407.0,27559.0,134378.0,,False,False,0.0077
425,210.751846,61.75179,1692,2084,2084,UGC08982,UGC 08982,50041.0,19517.0,93256.0,,False,False,0.007
426,111.116208,61.69392,1733,2037,2044,UGC03826,UGC 03826,20927.0,,,,False,False,0.0068
427,164.794982,61.68521,2063,2413,2413,PGC2622648,WISEA J105910.81+614106.6,2622648.0,27383.0,133681.0,,False,False,0.008
428,208.347228,61.67173,1857,2243,2243,UGC08822,UGC 08822,49350.0,28082.0,137266.0,,False,False,0.0075
429,186.279025,61.65754,1488,1878,1878,PGC040483,VII Zw 453,40483.0,27743.0,135270.0,,False,False,0.0063
430,205.418879,61.64814,1793,2180,2180,SDSSJ134140.53+613853.1,SDSS J134140.51+613853.1,3385320.0,,,,False,False,0.0073
431,171.97947,61.62641,2276,2624,2624,PGC2621522,WISEA J112755.14+613735.3,2621522.0,27485.0,134155.0,,False,False,0.0088
432,107.274792,61.5955,1796,2094,2102,UGC03685,UGC 03685,20250.0,,,,False,False,0.007
433,153.010094,61.59029,3143,3450,3450,SDSSJ101202.42+613525.0,WISEA J101202.47+613525.0,3998955.0,27242.0,133063.0,,False,False,0.0115
434,223.1756,61.56745,3003,3356,3356,PGC2620345,WISEA J145242.13+613402.6,2620345.0,19725.0,94330.0,,False,False,0.0112
435,211.352644,61.56707,1726,2117,2117,PGC2620337,WISEA J140524.60+613401.1,2620337.0,19515.0,93249.0,,False,False,0.0071
436,236.439528,61.55582,889,1364,1281,UGC10031,UGC 10031,55954.0,146393.0,632851.0,,False,False,0.0045
